"observer","trial","x","y","dur","onset","n","aoi","aoi2"
"1",1,0.299999999999955,-3.89999999999998,1420,0,1,"c","centre"
"1",2,-1.5,-4.29999999999995,1378,0,1,"c","centre"
"1",2,245.4,-32.1,142,180,2,"d1","distracter"
"1",2,1.20000000000005,202.2,120,349,3,"3","target"
"1",3,3.10000000000002,5.60000000000002,1403,0,1,"c","centre"
"1",3,4.10000000000002,211.2,157,198,2,"3","target"
"1",4,3.60000000000002,-3,1251,0,1,"c","centre"
"1",4,65.5,-41.1,190,214,2,"c","centre"
"1",4,117.2,-168.9,193,437,3,"d6","distracter"
"1",4,231.8,-135,3188,3650,4,"1","target"
"1",5,4.60000000000002,-8.20000000000005,1888,0,1,"c","centre"
"1",6,4.5,-0.700000000000045,1327,0,1,"c","centre"
"1",7,-11.7,2.10000000000002,1221,0,1,"c","centre"
"1",7,-238.8,-15.5,165,200,2,"d4","distracter"
"1",7,-263.6,-10.9,453,667,3,"d4","distracter"
"1",7,205.2,-165.8,153,868,4,"1","target"
"1",8,-3.29999999999995,-2.79999999999995,1233,0,1,"c","centre"
"1",8,-108.6,30.3,131,156,2,"0","blank"
"1",9,-8.5,8.79999999999995,1236,0,1,"c","centre"
"1",9,128.6,-58.9,142,171,2,"0","blank"
"1",9,238.5,-149.5,541,742,3,"1","target"
"1",10,-9.10000000000002,-5.89999999999998,1313,0,1,"c","centre"
"1",11,-11.9,-2.20000000000005,1587,0,1,"c","centre"
"1",11,4.20000000000005,236.2,2190,2234,2,"3","target"
"1",12,-14.4,-6.79999999999995,1200,0,1,"c","centre"
"1",13,-3.10000000000002,10.3,328,0,1,"c","centre"
"1",13,-66.7,0.299999999999955,197,214,2,"c","centre"
"1",13,-13.7,-5.79999999999995,230,460,3,"c","centre"
"1",13,-2.60000000000002,-1.39999999999998,572,1046,4,"c","centre"
"1",14,-13.1,-18.2,1393,0,1,"c","centre"
"1",14,-196.6,-22.2,152,187,2,"d4","distracter"
"1",14,-272.5,-13.4,182,389,3,"d4","distracter"
"1",14,196.3,120.8,254,692,4,"2","target"
"1",15,-13.5,5.89999999999998,1360,0,1,"c","centre"
"1",15,216.1,-3.60000000000002,290,327,2,"d1","distracter"
"1",16,-14.6,0.399999999999977,268,0,1,"c","centre"
"1",16,-7.39999999999998,146,899,935,2,"0","blank"
"1",16,-167.3,111.6,165,1136,3,"4","target"
"1",17,-2.70000000000005,12.9,1506,0,1,"c","centre"
"1",17,-14.5,-272.9,117,165,2,"6","target"
"1",18,-7.39999999999998,-14.8,427,0,1,"c","centre"
"1",18,-16.9,48.9,903,927,2,"c","centre"
"1",18,-129.7,-214.7,244,1218,3,"d5","distracter"
"1",18,180.3,128.7,168,1433,4,"2","target"
"1",19,-11.1,-2.60000000000002,1417,0,1,"c","centre"
"1",20,-15.6,-3.10000000000002,1240,0,1,"c","centre"
"1",20,-115.1,-43.5,608,632,2,"0","blank"
"1",20,-194.1,-93.4,218,875,3,"5","target"
"1",21,-14.2,-28.3,453,0,1,"c","centre"
"1",21,-25.2,-1.39999999999998,761,779,2,"c","centre"
"1",21,-216.3,-107.8,318,1136,3,"5","target"
"1",22,-4.5,-8.70000000000005,292,0,1,"c","centre"
"1",22,-17.7,7.39999999999998,1028,1036,2,"c","centre"
"1",23,-9.5,-23.7,1255,0,1,"c","centre"
"1",23,-107.9,73.9,129,155,2,"0","blank"
"1",23,-193.6,145.7,162,341,3,"4","target"
"1",23,-245.2,109.5,1946,2312,4,"4","target"
"1",24,-15.7,9.20000000000005,1254,0,1,"c","centre"
"1",24,-67.9,-20.8,203,224,2,"c","centre"
"1",25,-15.2,-11.8,359,0,1,"c","centre"
"1",25,-53.2,-6.70000000000005,175,186,2,"c","centre"
"1",25,-17,-5.60000000000002,803,999,3,"c","centre"
"1",26,-16.4,-21.7,1220,0,1,"c","centre"
"1",26,173.2,-147.2,203,236,2,"1","target"
"1",26,228.4,-122.2,4013,4271,3,"1","target"
"1",27,8.29999999999995,-16.6,2159,0,1,"c","centre"
"1",27,-247.7,104.3,229,268,2,"4","target"
"1",27,-240.9,115.6,2901,3186,3,"4","target"
"1",28,-12.2,-14.1,463,0,1,"c","centre"
"1",28,-98.9,12.5,216,230,2,"c","centre"
"1",28,-237.9,108.2,192,461,3,"4","blank"
"1",28,-38,4.89999999999998,293,785,4,"c","centre"
"1",28,99.4000000000001,29.3,943,1753,5,"0","blank"
"1",29,-10.3,-8.39999999999998,1357,0,1,"c","centre"
"1",29,-24.5,205.9,127,178,2,"3","target"
"1",30,-15.8,-6.5,1341,0,1,"c","centre"
"1",30,45.2,-243.3,83,130,2,"6","target"
"1",30,-9.20000000000005,-250.8,1357,1509,3,"6","target"
"1",31,-2.5,6.29999999999995,357,0,1,"c","centre"
"1",31,-22,3.5,854,862,2,"c","centre"
"1",32,-18.5,-7.79999999999995,1259,0,1,"c","centre"
"1",33,-19.7,-17.8,303,0,1,"c","centre"
"1",33,-21.2,1.60000000000002,931,944,2,"c","centre"
"1",33,-142.3,-188.1,321,1304,3,"d5","distracter"
"1",33,-250.5,94,196,1561,4,"4","target"
"1",34,-11.6,-14.1,284,0,1,"c","centre"
"1",34,-17.4,60.6,259,283,2,"c","centre"
"1",34,-5.29999999999995,5.39999999999998,817,1122,3,"c","centre"
"1",34,-189.6,52.4,60,1219,4,"4","target"
"1",34,-232.5,123.8,1038,2279,5,"4","target"
"1",35,-12.9,-14.6,1309,0,1,"c","centre"
"1",35,-142.3,-219.9,278,318,2,"d5","distracter"
"1",36,-5.79999999999995,2.60000000000002,1421,0,1,"c","centre"
"1",36,-25.9,-283.5,111,170,2,"6","target"
"1",37,-12.9,-12.7,235,0,1,"c","centre"
"1",37,-22.4,5.70000000000005,814,995,2,"c","centre"
"1",38,-14.7,-8.10000000000002,1348,0,1,"c","centre"
"1",38,-23.1,241.9,155,196,2,"3","target"
"1",39,-23.2,-11.6,1233,0,1,"c","centre"
"1",39,180.1,-118.4,145,182,2,"1","target"
"1",40,-6.20000000000005,-10.3,1423,0,1,"c","centre"
"1",41,-15.3,-35.5,1247,0,1,"c","centre"
"1",42,-9.39999999999998,-7.60000000000002,1221,0,1,"c","centre"
"1",42,-110.6,161.1,115,152,2,"d3","distracter"
"1",42,-133.4,237.7,71,244,3,"d3","distracter"
"1",42,12.3,266.3,160,447,4,"3","target"
"1",43,-12.8,4.20000000000005,1223,0,1,"c","centre"
"1",43,-34,239.8,168,206,2,"3","target"
"1",44,-17.7,3.70000000000005,1285,0,1,"c","centre"
"1",44,-163.2,206.8,361,405,2,"d3","distracter"
"1",44,230.1,-130.7,217,688,3,"1","target"
"1",45,-2.10000000000002,-4.70000000000005,285,0,1,"c","centre"
"1",45,-13.2,11.4,992,1006,2,"c","centre"
"1",45,-276.5,34.4,200,1248,3,"d4","distracter"
"1",45,-24.3,-299.9,114,1409,4,"6","target"
"1",46,-8.89999999999998,-12.4,295,0,1,"c","centre"
"1",46,-14,2.79999999999995,948,964,2,"c","centre"
"1",46,191.1,1,139,1128,3,"d1","distracter"
"1",46,258.4,3.20000000000005,165,1311,4,"d1","distracter"
"1",47,-14.1,4.20000000000005,694,0,1,"c","centre"
"1",47,-6.39999999999998,32,510,528,2,"c","centre"
"1",47,-139.8,201.1,174,737,3,"d3","distracter"
"1",48,-22.5,7.89999999999998,1232,0,1,"c","centre"
"1",48,-177.5,27.6,125,151,2,"d4","distracter"
"1",49,-1,1.5,417,0,1,"c","centre"
"1",49,-21.7,26.8,791,809,2,"c","centre"
"1",49,246.1,12.9,162,1011,3,"d1","distracter"
"1",50,-4.89999999999998,34.5,1413,0,1,"c","centre"
"1",51,-6.79999999999995,-17.6,176,0,1,"c","centre"
"1",51,-47.7,105.5,204,232,2,"0","blank"
"1",51,19.9,-17.8,808,1064,3,"c","centre"
"1",52,-9.39999999999998,-13.4,1248,0,1,"c","centre"
"1",52,143,178.3,336,372,2,"d2","distracter"
"1",53,-3.20000000000005,-25.4,1272,0,1,"c","centre"
"1",53,149.2,-237.1,140,176,2,"d6","distracter"
"1",54,-6.29999999999995,-2.89999999999998,1256,0,1,"c","centre"
"1",54,260.4,-17.8,204,244,2,"d1","distracter"
"1",55,-3.79999999999995,-4.70000000000005,1248,0,1,"c","centre"
"1",55,-30.9,-225.3,176,212,2,"6","target"
"1",56,3.29999999999995,-0.600000000000023,1216,0,1,"c","centre"
"1",56,-278.5,-9.89999999999998,300,336,2,"d4","distracter"
"1",56,196.3,-144.7,148,540,3,"1","target"
"1",57,-3.20000000000005,-2,1216,0,1,"c","centre"
"1",58,-6.20000000000005,-8.5,1268,0,1,"c","centre"
"1",58,-7.79999999999995,187.4,132,164,2,"3","target"
"1",59,-3.70000000000005,8.39999999999998,204,0,1,"c","centre"
"1",59,-14.8,-9.70000000000005,1160,1288,2,"c","centre"
"1",60,-7,-5.70000000000005,1396,0,1,"c","centre"
"1",61,-10,-15.4,1528,0,1,"c","centre"
"1",62,10.9,2.29999999999995,1296,0,1,"c","centre"
"1",62,-81.7,212.9,96,136,2,"d3","distracter"
"1",63,-19,-7.79999999999995,356,0,1,"c","centre"
"1",63,0.399999999999977,94.6,276,300,2,"c","centre"
"1",63,-22.6,65,552,860,3,"c","centre"
"1",64,-5.79999999999995,-3.60000000000002,1364,0,1,"c","centre"
"1",64,-11.3,204.6,144,184,2,"3","target"
"1",64,-9.5,242.3,2196,2400,3,"3","target"
"1",65,-5.29999999999995,-9.39999999999998,300,0,1,"c","centre"
"1",65,-26.2,29.7,276,292,2,"c","centre"
"1",65,-4,7.10000000000002,828,1128,3,"c","centre"
"1",65,-21.2,-277.5,136,1304,4,"6","target"
"1",66,-11.1,-13.5,1252,0,1,"c","centre"
"1",66,-166.7,37.6,116,140,2,"d4","blank"
"1",67,11.5,-10.7,344,0,1,"c","centre"
"1",67,-22.7,-21.5,264,276,2,"c","centre"
"1",67,-7.79999999999995,-13.4,784,1068,3,"c","centre"
"1",68,-14.5,-24.8,1284,0,1,"c","centre"
"1",68,-232.2,-124.1,240,276,2,"5","target"
"1",69,-16.9,-15.7,1244,0,1,"c","centre"
"1",69,-20.5,228.4,168,204,2,"3","target"
"1",70,-12.2,-7.20000000000005,1328,0,1,"c","centre"
"1",71,-16.4,-12.1,1248,0,1,"c","centre"
"1",71,156.7,118.2,136,164,2,"2","target"
"1",71,119.3,193.2,940,1124,3,"d2","distracter"
"1",72,-5.10000000000002,6.60000000000002,1240,0,1,"c","centre"
"1",72,-24.3,235.2,168,208,2,"3","target"
"1",73,-5.10000000000002,-9.89999999999998,1228,0,1,"c","centre"
"1",73,-173.6,-228.1,116,168,2,"d5","distracter"
"1",74,-1.89999999999998,-26.4,256,0,1,"c","centre"
"1",74,-11.5,-32.4,204,424,2,"c","centre"
"1",74,-17.6,-16.3,628,1060,3,"c","centre"
"1",75,-6.60000000000002,-6.70000000000005,1224,0,1,"c","centre"
"1",75,-116.8,123.3,140,168,2,"d3","distracter"
"1",76,-10.7,-1.89999999999998,324,0,1,"c","centre"
"1",76,1.20000000000005,-33.5,220,508,2,"c","centre"
"1",76,-13.2,-15.3,364,884,3,"c","centre"
"1",77,-11.6,-11.4,1300,0,1,"c","centre"
"1",77,126.8,47.8,124,152,2,"0","blank"
"1",77,227.4,-152.7,136,324,3,"1","target"
"1",78,-14.7,-10.5,1260,0,1,"c","centre"
"1",78,-87.9,67.5,140,164,2,"0","blank"
"1",78,-4.20000000000005,-278.5,148,368,3,"6","target"
"1",78,-10.3,-257.9,256,636,4,"6","target"
"1",79,0.299999999999955,-37.6,428,0,1,"c","centre"
"1",79,-13.2,-9.70000000000005,816,824,2,"c","centre"
"1",79,-199.8,-74.4,156,1012,3,"5","target"
"1",80,-11.7,1.79999999999995,1464,0,1,"c","centre"
"1",81,-14.6,-17.3,1232,0,1,"c","centre"
"1",81,222.8,-35.3,144,180,2,"d1","distracter"
"1",81,206.8,-129.2,732,940,3,"1","target"
"1",82,-8.39999999999998,-22.3,272,0,1,"c","centre"
"1",82,2.39999999999998,52.6,204,236,2,"c","centre"
"1",82,-14,23.5,840,1084,3,"c","centre"
"1",83,-8.5,-12.2,1320,0,1,"c","centre"
"1",84,-13.8,-15.3,1348,0,1,"c","centre"
"1",84,-8.70000000000005,-288,124,172,2,"6","target"
"1",85,-2.5,-6.79999999999995,1252,0,1,"c","centre"
"1",86,-8,2.60000000000002,1232,0,1,"c","centre"
"1",86,-131.1,-200.8,92,132,2,"d5","distracter"
"1",87,12.9,-54.3,1364,0,1,"c","centre"
"1",87,-220,100.3,196,252,2,"4","target"
"1",88,-11.6,-2.60000000000002,1304,0,1,"c","centre"
"1",88,201.3,-106.5,172,204,2,"1","target"
"1",89,-11.1,-16.5,1220,0,1,"c","centre"
"1",89,126.1,132.2,156,188,2,"d2","distracter"
"1",90,-16.8,-9,1232,0,1,"c","centre"
"1",90,165.9,-83.6,144,172,2,"1","target"
"1",91,-17.1,-6.10000000000002,1352,0,1,"c","centre"
"1",91,-8.20000000000005,-153.7,120,148,2,"0","blank"
"1",92,-21.9,-15,312,0,1,"c","centre"
"1",92,-33.7,-159.4,24,56,2,"0","blank"
"1",92,-18.9,-20.2,840,908,3,"c","centre"
"1",92,-248.5,6.89999999999998,156,1100,4,"d4","distracter"
"1",93,-13.3,0,1256,0,1,"c","centre"
"1",93,148.2,67.2,156,180,2,"2","target"
"1",94,-15.6,-2.79999999999995,840,0,1,"c","centre"
"1",94,-21.9,-0.200000000000045,724,972,2,"c","centre"
"1",95,-14.2,-16.4,292,0,1,"c","centre"
"1",95,-26,-9.89999999999998,140,432,2,"c","centre"
"1",95,-17.9,-9.60000000000002,268,924,3,"c","centre"
"1",95,256.1,-118.1,132,1104,4,"1","target"
"1",96,-12.6,-13.7,1364,0,1,"c","centre"
"1",96,-16.3,209.2,192,240,2,"3","target"
"1",96,-11.9,243.2,1064,1316,3,"3","target"
"1",96,-130.1,228.5,200,1540,4,"d3","distracter"
"1",97,-16.4,-11.7,1380,0,1,"c","centre"
"1",98,-13.8,-9.10000000000002,1356,0,1,"c","centre"
"1",99,-10.2,-4.39999999999998,636,0,1,"c","centre"
"1",99,-14.8,14.1,624,640,2,"c","centre"
"1",100,-18.2,-10,1244,0,1,"c","centre"
"1",101,-12.3,-6.20000000000005,1256,0,1,"c","centre"
"1",102,-3.89999999999998,-5.29999999999995,1232,0,1,"c","centre"
"1",103,-17.5,6.29999999999995,1232,0,1,"c","centre"
"1",103,-10.5,175.4,132,160,2,"3","target"
"1",104,-22.2,-5.70000000000005,1220,0,1,"c","centre"
"1",104,-25.7,214.4,200,236,2,"3","target"
"1",105,-24.6,19.4,584,0,1,"c","centre"
"1",105,-23.3,96.7,224,244,2,"c","centre"
"1",105,-35.5,54.3,400,660,3,"c","centre"
"1",105,-214.2,115.4,136,824,4,"4","target"
"1",106,-37.6,6,1204,0,1,"c","centre"
"1",106,-35.1,239.5,188,228,2,"3","target"
"1",106,-27.6,267.1,1308,1548,3,"3","target"
"1",106,-43.9,261.1,200,1952,4,"3","target"
"1",107,-3.60000000000002,-28.4,144,0,1,"c","centre"
"1",107,-43.2,45.7,580,604,2,"c","centre"
"1",107,-29.5,175.4,216,848,3,"3","blank"
"1",107,88.7,230.2,180,1052,4,"d2","distracter"
"1",107,-29.9,-281.6,140,1244,5,"6","target"
"1",108,-32.9,-9,1280,0,1,"c","centre"
"1",109,-28.1,7.79999999999995,428,0,1,"c","centre"
"1",109,-18.7,-8.10000000000002,648,812,2,"c","centre"
"1",109,-129,-211.5,140,996,3,"d5","distracter"
"1",110,-21.9,-19.6,348,0,1,"c","centre"
"1",110,-52,-88.8,196,220,2,"0","blank"
"1",110,-37.6,-6.10000000000002,612,852,3,"c","centre"
"1",110,228.4,-139.3,120,1012,4,"1","target"
"1",111,-26.8,-3.79999999999995,1252,0,1,"c","centre"
"1",111,107.7,-149.6,120,156,2,"d6","distracter"
"1",112,-27.3,-0.799999999999955,1256,0,1,"c","centre"
"1",112,-36.5,145.4,104,136,2,"0","blank"
"1",113,-23,-3.60000000000002,268,0,1,"c","centre"
"1",113,-48.4,6.60000000000002,712,904,2,"c","centre"
"1",113,218,-114,196,1144,3,"1","target"
"1",114,-23.3,-5.29999999999995,1196,0,1,"c","centre"
"1",114,236.6,-24.6,164,200,2,"d1","distracter"
"1",115,-21.9,2.10000000000002,1240,0,1,"c","centre"
"1",115,169.4,119.8,164,200,2,"2","target"
"1",115,209.7,130.3,1208,1424,3,"2","target"
"1",116,-30.9,-3.20000000000005,1220,0,1,"c","centre"
